student_id,Overall_GPA,Internal_Marks,Attendance_Pct,Attendance_Level,Course_Load,Faculty_Interaction,Courses_Enrolled,Pass_Rate,Academic_Result,Student_Segment,Dropout_Risk,Dropout_Risk_Score,GPA_Tier
S17082,2.0,50.0,62.5,Medium (50-75%),21.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S17083,1.0,25.0,100.0,High (>75%),19.0,4.0,4.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17084,0.0,0.0,50.0,Medium (50-75%),13.0,3.0,3.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S17085,0.8333333333333334,20.83,33.33,Low (<50%),12.0,4.0,4.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17086,2.6666666666666665,66.67,100.0,High (>75%),15.0,6.0,6.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17087,3.0,75.0,100.0,High (>75%),10.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S17088,0.5,12.5,66.67,Medium (50-75%),23.0,7.0,7.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17089,2.25,56.25,25.0,Low (<50%),23.0,6.0,6.0,0.75,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S17090,2.6666666666666665,66.67,66.67,,18.0,7.0,7.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S17091,2.25,56.25,40.0,Low (<50%),6.0,2.0,2.0,0.75,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S17092,1.7142857142857142,42.86,50.0,Medium (50-75%),14.0,3.0,3.0,0.5714285714285714,Pass,At-Risk Students,Low Risk,0.0002,Pass (1-2)
S17093,1.75,43.75,33.33,Low (<50%),13.0,4.0,,0.75,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S17094,2.0,50.0,66.67,,14.0,4.0,4.0,0.8,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17095,1.0,25.0,100.0,High (>75%),10.0,2.0,2.0,0.6,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17096,2.0,50.0,66.67,Medium (50-75%),9.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17097,1.3333333333333333,33.33,75.0,High (>75%),10.0,4.0,4.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S17098,2.0,50.0,100.0,High (>75%),11.0,3.0,3.0,0.8,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17099,2.25,56.25,71.43,Medium (50-75%),5.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17100,2.0,50.0,66.67,Medium (50-75%),10.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17101,2.6666666666666665,66.67,50.0,Medium (50-75%),23.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S17102,3.25,81.25,66.67,Medium (50-75%),10.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S17103,2.0,50.0,50.0,Medium (50-75%),23.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S17104,1.0,25.0,50.0,Medium (50-75%),13.0,3.0,3.0,1.0,Fail,Struggling Students,High Risk,1.0,Failing (0-1)
S17105,3.0,75.0,100.0,High (>75%),22.0,7.0,7.0,1.0,Distinction,Average Performers,Low Risk,0.0,Good (2-3)
S17106,1.6666666666666667,41.67,0.0,Low (<50%),9.0,2.0,2.0,0.6666666666666666,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S17107,0.5,12.5,66.67,,15.0,5.0,5.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17108,2.0,50.0,66.67,Medium (50-75%),10.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17109,1.75,43.75,33.33,Low (<50%),23.0,7.0,7.0,1.0,Pass,Average Performers,High Risk,1.0,Pass (1-2)
S17110,2.0,50.0,57.14,Medium (50-75%),20.0,6.0,6.0,0.8571428571428571,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S17111,1.8333333333333333,45.83,80.0,High (>75%),5.0,2.0,2.0,0.6666666666666666,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17112,1.3333333333333333,33.33,100.0,High (>75%),13.0,5.0,5.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S17113,0.0,0.0,100.0,High (>75%),17.0,4.0,4.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S17114,2.0,50.0,100.0,High (>75%),10.0,2.0,2.0,0.6666666666666666,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17115,1.4,35.0,100.0,High (>75%),5.0,1.0,1.0,0.6,Fail,At-Risk Students,High Risk,0.998,Pass (1-2)
S17116,1.0,25.0,66.67,Medium (50-75%),17.0,5.0,5.0,1.0,Fail,Average Performers,High Risk,1.0,Failing (0-1)
S17117,2.3333333333333335,58.33,100.0,High (>75%),32.0,8.0,8.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S17118,1.6,40.0,100.0,High (>75%),16.0,5.0,5.0,0.6,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S17119,2.25,56.25,0.0,Low (<50%),20.0,6.0,6.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S17120,2.5,62.5,66.67,Medium (50-75%),13.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17121,2.75,68.75,0.0,Low (<50%),29.0,8.0,8.0,1.0,Pass,Average Performers,High Risk,1.0,Good (2-3)
S17122,1.5,37.5,50.0,Medium (50-75%),23.0,7.0,7.0,1.0,Fail,Average Performers,Low Risk,0.022,Pass (1-2)
S17123,2.3333333333333335,58.33,0.0,Low (<50%),24.0,7.0,7.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S17124,2.0,50.0,66.67,,14.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17125,2.25,56.25,0.0,Low (<50%),13.0,4.0,,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S17126,4.0,100.0,75.0,High (>75%),13.0,5.0,5.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S17127,3.3333333333333335,83.33,66.67,Medium (50-75%),2.0,1.0,1.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S17128,1.2,30.0,50.0,Medium (50-75%),15.0,4.0,4.0,0.8,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S17129,2.0,50.0,50.0,Medium (50-75%),23.0,7.0,7.0,0.8571428571428571,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S17130,0.8,20.0,100.0,High (>75%),26.0,8.0,8.0,0.6,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17131,2.0,50.0,66.67,Medium (50-75%),4.0,1.0,1.0,0.8571428571428571,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17132,1.0,25.0,100.0,High (>75%),15.0,5.0,5.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17133,1.0,25.0,100.0,High (>75%),9.0,3.0,3.0,1.0,Fail,High Achievers,High Risk,1.0,Failing (0-1)
S17134,1.4,35.0,0.0,Low (<50%),15.0,4.0,4.0,0.8,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S17135,2.0,50.0,0.0,Low (<50%),7.0,2.0,2.0,0.8571428571428571,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S17136,2.6666666666666665,66.67,50.0,Medium (50-75%),19.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S17137,2.6666666666666665,66.67,66.67,,10.0,3.0,3.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17138,1.3333333333333333,33.33,100.0,High (>75%),11.0,3.0,3.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S17139,1.3333333333333333,33.33,100.0,High (>75%),9.0,3.0,3.0,0.5,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S17140,1.4444444444444444,36.11,50.0,Medium (50-75%),17.0,6.0,6.0,0.7777777777777778,Fail,Struggling Students,High Risk,0.7673,Pass (1-2)
S17141,2.0,50.0,33.33,Low (<50%),19.0,6.0,6.0,0.75,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S17142,3.5,87.5,100.0,High (>75%),9.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S17143,2.1666666666666665,54.17,60.0,Medium (50-75%),10.0,3.0,3.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17144,2.5,62.5,66.67,,6.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17145,1.6666666666666667,41.67,100.0,High (>75%),13.0,3.0,3.0,0.6666666666666666,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S17146,2.0,50.0,100.0,High (>75%),19.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S17147,1.3333333333333333,33.33,50.0,Medium (50-75%),13.0,4.0,,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S17148,2.2,55.0,50.0,Medium (50-75%),13.0,4.0,,0.8,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S17149,2.5,62.5,50.0,Medium (50-75%),17.0,5.0,5.0,0.75,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S17150,0.0,0.0,100.0,High (>75%),2.0,1.0,1.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S17151,0.3333333333333333,8.33,100.0,High (>75%),22.0,5.0,5.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17152,3.0,75.0,0.0,Low (<50%),2.0,1.0,1.0,1.0,Distinction,Struggling Students,High Risk,1.0,Good (2-3)
S17153,3.0,75.0,100.0,High (>75%),13.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S17154,2.3333333333333335,58.33,100.0,High (>75%),26.0,7.0,7.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S17155,1.5,37.5,100.0,High (>75%),27.0,7.0,7.0,0.5,Fail,Average Performers,Low Risk,0.0038,Pass (1-2)
S17156,1.5,37.5,100.0,High (>75%),17.0,5.0,5.0,1.0,Fail,Average Performers,Low Risk,0.0072,Pass (1-2)
S17157,2.0,50.0,66.67,Medium (50-75%),18.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S17158,3.0,75.0,50.0,Medium (50-75%),13.0,5.0,5.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S17159,1.3333333333333333,33.33,66.67,Medium (50-75%),25.0,7.0,7.0,0.6666666666666666,Fail,Average Performers,High Risk,1.0,Pass (1-2)
S17160,0.5,12.5,100.0,High (>75%),13.0,4.0,4.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17161,2.0,50.0,0.0,Low (<50%),20.0,5.0,5.0,0.8571428571428571,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S17162,1.8,45.0,100.0,High (>75%),11.0,4.0,4.0,0.6,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S17163,2.142857142857143,53.57,66.67,Medium (50-75%),8.0,3.0,3.0,0.7142857142857143,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17164,2.6,65.0,100.0,High (>75%),4.0,1.0,1.0,0.8,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17165,1.6666666666666667,41.67,33.33,Low (<50%),15.0,4.0,4.0,0.6666666666666666,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S17166,1.0,25.0,50.0,Medium (50-75%),7.0,2.0,2.0,1.0,Fail,Struggling Students,High Risk,1.0,Failing (0-1)
S17167,1.5,37.5,100.0,High (>75%),13.0,4.0,4.0,0.5,Fail,At-Risk Students,Low Risk,0.0068,Pass (1-2)
S17168,1.0,25.0,50.0,Medium (50-75%),12.0,4.0,4.0,1.0,Fail,Struggling Students,High Risk,1.0,Failing (0-1)
S17169,2.0,50.0,100.0,High (>75%),24.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S17170,2.0,50.0,0.0,Low (<50%),23.0,8.0,8.0,0.8333333333333334,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S17171,2.6,65.0,100.0,High (>75%),23.0,6.0,6.0,0.8,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S17172,1.25,31.25,80.0,High (>75%),18.0,6.0,6.0,0.5,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S17173,1.3333333333333333,33.33,75.0,High (>75%),16.0,5.0,5.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S17174,2.0,50.0,60.0,Medium (50-75%),13.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17175,2.3333333333333335,58.33,75.0,High (>75%),14.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17176,2.75,68.75,100.0,High (>75%),12.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17177,4.0,100.0,100.0,High (>75%),9.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S17178,3.0,75.0,100.0,High (>75%),12.0,5.0,5.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S17179,3.0,75.0,50.0,Medium (50-75%),9.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S17180,0.6666666666666666,16.67,100.0,High (>75%),11.0,4.0,4.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17181,3.0,75.0,100.0,High (>75%),19.0,4.0,4.0,1.0,Distinction,Average Performers,Low Risk,0.0,Good (2-3)
S17182,2.0,50.0,50.0,Medium (50-75%),20.0,5.0,5.0,0.8888888888888888,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S17183,1.5,37.5,60.0,Medium (50-75%),13.0,4.0,,0.75,Fail,Struggling Students,Low Risk,0.0115,Pass (1-2)
S17184,1.6666666666666667,41.67,50.0,Medium (50-75%),10.0,2.0,2.0,0.6666666666666666,Pass,Struggling Students,Low Risk,0.0003,Pass (1-2)
S17185,0.8333333333333334,20.83,100.0,High (>75%),16.0,5.0,5.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17186,2.0,50.0,100.0,High (>75%),12.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17187,2.75,68.75,75.0,High (>75%),8.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17188,2.5,62.5,100.0,High (>75%),5.0,1.0,1.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17189,2.5,62.5,66.67,Medium (50-75%),23.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S17190,2.0,50.0,66.67,,13.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17191,1.4,35.0,66.67,,6.0,2.0,2.0,0.6,Fail,At-Risk Students,High Risk,0.998,Pass (1-2)
S17192,2.0,50.0,50.0,Medium (50-75%),25.0,7.0,7.0,1.0,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S17193,2.0,50.0,50.0,Medium (50-75%),25.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S17194,3.5,87.5,66.67,,13.0,5.0,5.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S17195,2.0,50.0,0.0,Low (<50%),28.0,10.0,10.0,0.8333333333333334,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S17196,2.0,50.0,60.0,Medium (50-75%),7.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17197,4.0,100.0,80.0,High (>75%),21.0,6.0,6.0,1.0,Distinction,Average Performers,Low Risk,0.0,Excellent (3-4)
S17198,1.3333333333333333,33.33,83.33,High (>75%),6.0,2.0,2.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S17199,0.5,12.5,66.67,Medium (50-75%),4.0,2.0,2.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17200,2.6666666666666665,66.67,33.33,Low (<50%),18.0,5.0,5.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S17201,4.0,100.0,25.0,Low (<50%),9.0,2.0,2.0,1.0,Distinction,Struggling Students,High Risk,1.0,Excellent (3-4)
S17202,2.5,62.5,100.0,High (>75%),23.0,8.0,8.0,0.6666666666666666,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S17203,2.1666666666666665,54.17,0.0,Low (<50%),12.0,3.0,3.0,0.8333333333333334,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S17204,1.3333333333333333,33.33,50.0,Medium (50-75%),9.0,3.0,3.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S17205,2.0,50.0,100.0,High (>75%),6.0,2.0,2.0,0.6666666666666666,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17206,1.75,43.75,50.0,Medium (50-75%),21.0,5.0,5.0,0.75,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S17207,2.5,62.5,75.0,High (>75%),14.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17208,2.0,50.0,50.0,Medium (50-75%),16.0,5.0,5.0,0.8571428571428571,Pass,Struggling Students,Low Risk,0.0,Pass (1-2)
S17209,0.75,18.75,83.33,High (>75%),21.0,4.0,4.0,0.75,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17210,2.75,68.75,100.0,High (>75%),4.0,1.0,1.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17211,2.25,56.25,33.33,Low (<50%),11.0,3.0,3.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S17212,2.0,50.0,66.67,Medium (50-75%),14.0,3.0,3.0,0.8571428571428571,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17213,1.0,25.0,0.0,Low (<50%),7.0,3.0,3.0,0.5,Fail,Struggling Students,High Risk,1.0,Failing (0-1)
S17214,2.0,50.0,50.0,Medium (50-75%),28.0,8.0,8.0,1.0,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S17215,3.0,75.0,75.0,High (>75%),7.0,2.0,2.0,0.8333333333333334,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S17216,3.0,75.0,80.0,High (>75%),16.0,7.0,7.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S17217,1.3333333333333333,33.33,0.0,Low (<50%),21.0,5.0,5.0,0.6666666666666666,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S17218,3.0,75.0,37.5,Low (<50%),14.0,4.0,4.0,1.0,Distinction,Struggling Students,High Risk,1.0,Good (2-3)
S17219,2.8,70.0,100.0,High (>75%),18.0,6.0,6.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17220,2.0,50.0,100.0,High (>75%),14.0,5.0,5.0,0.5,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S17221,1.8,45.0,66.67,Medium (50-75%),14.0,3.0,3.0,0.6,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S17222,2.2,55.0,100.0,High (>75%),26.0,7.0,7.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S17223,2.0,50.0,33.33,Low (<50%),10.0,2.0,2.0,0.8333333333333334,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S17224,1.6666666666666667,41.67,20.0,Low (<50%),26.0,7.0,7.0,1.0,Pass,Average Performers,High Risk,1.0,Pass (1-2)
S17225,1.6666666666666667,41.67,50.0,Medium (50-75%),20.0,5.0,5.0,0.8333333333333334,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S17226,0.5,12.5,80.0,High (>75%),2.0,1.0,1.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17227,2.0,50.0,100.0,High (>75%),8.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17228,2.25,56.25,50.0,Medium (50-75%),17.0,4.0,4.0,0.75,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S17229,2.0,50.0,80.0,High (>75%),14.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17230,2.0,50.0,33.33,Low (<50%),19.0,6.0,6.0,0.5,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S17231,0.0,0.0,75.0,High (>75%),31.0,9.0,9.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S17232,2.0,50.0,100.0,High (>75%),10.0,3.0,3.0,0.8571428571428571,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17233,1.5,37.5,40.0,Low (<50%),20.0,5.0,5.0,0.75,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S17234,3.25,81.25,100.0,High (>75%),22.0,5.0,5.0,1.0,Distinction,Average Performers,Low Risk,0.0,Excellent (3-4)
S17235,2.0,50.0,0.0,Low (<50%),24.0,6.0,6.0,1.0,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S17236,2.5,62.5,0.0,Low (<50%),5.0,1.0,1.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S17237,1.6666666666666667,41.67,66.67,,16.0,4.0,4.0,0.6666666666666666,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S17238,1.2,30.0,66.67,Medium (50-75%),9.0,2.0,2.0,0.4,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S17239,1.1666666666666667,29.17,75.0,High (>75%),2.0,1.0,1.0,0.8333333333333334,Fail,High Achievers,High Risk,1.0,Pass (1-2)
S17240,2.3333333333333335,58.33,50.0,Medium (50-75%),16.0,4.0,4.0,1.0,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S17241,2.0,50.0,100.0,High (>75%),2.0,1.0,1.0,0.6666666666666666,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17242,2.5,62.5,66.67,Medium (50-75%),18.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S17243,2.0,50.0,66.67,Medium (50-75%),2.0,1.0,1.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17244,1.0,25.0,0.0,Low (<50%),15.0,4.0,4.0,0.6666666666666666,Fail,Struggling Students,High Risk,1.0,Failing (0-1)
S17245,1.0,25.0,0.0,Low (<50%),4.0,1.0,1.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17246,3.3333333333333335,83.33,100.0,High (>75%),26.0,7.0,7.0,1.0,Distinction,Average Performers,Low Risk,0.0,Excellent (3-4)
S17247,2.8,70.0,60.0,Medium (50-75%),18.0,7.0,7.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S17248,1.2,30.0,66.67,Medium (50-75%),21.0,5.0,5.0,0.6,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S17249,2.5,62.5,100.0,High (>75%),16.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17250,2.6666666666666665,66.67,100.0,High (>75%),16.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17251,2.0,50.0,50.0,Medium (50-75%),21.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S17252,3.3333333333333335,83.33,0.0,Low (<50%),17.0,5.0,5.0,1.0,Distinction,Struggling Students,High Risk,1.0,Excellent (3-4)
S17253,1.0,25.0,66.67,Medium (50-75%),6.0,2.0,2.0,1.0,Fail,High Achievers,High Risk,1.0,Failing (0-1)
S17254,2.0,50.0,66.67,Medium (50-75%),15.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17255,2.0,50.0,100.0,High (>75%),29.0,8.0,8.0,0.5,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S17256,1.6666666666666667,41.67,0.0,Low (<50%),27.0,6.0,6.0,1.0,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S17257,0.0,0.0,75.0,High (>75%),15.0,5.0,5.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S17258,3.6,90.0,75.0,High (>75%),9.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S17259,3.0,75.0,83.33,High (>75%),28.0,7.0,7.0,1.0,Distinction,Average Performers,Low Risk,0.0,Good (2-3)
S17260,1.25,31.25,80.0,High (>75%),24.0,6.0,6.0,1.0,Fail,Average Performers,High Risk,1.0,Pass (1-2)
S17261,3.5,87.5,100.0,High (>75%),2.0,1.0,1.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S17262,1.2,30.0,0.0,Low (<50%),15.0,4.0,4.0,0.6,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S17263,2.0,50.0,66.67,Medium (50-75%),7.0,2.0,2.0,0.8571428571428571,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S17264,2.5,62.5,50.0,Medium (50-75%),6.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0001,Good (2-3)
S17265,2.4,60.0,0.0,Low (<50%),8.0,3.0,3.0,0.8,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S17266,2.0,50.0,0.0,Low (<50%),20.0,5.0,5.0,0.8571428571428571,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S17267,2.5,62.5,0.0,Low (<50%),24.0,6.0,6.0,0.75,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S17268,2.5,62.5,100.0,High (>75%),23.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S17269,1.3333333333333333,33.33,50.0,Medium (50-75%),16.0,4.0,4.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S17270,1.6666666666666667,41.67,66.67,Medium (50-75%),17.0,4.0,4.0,0.8333333333333334,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S17271,2.2,55.0,60.0,Medium (50-75%),27.0,8.0,8.0,0.8,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S17272,2.8,70.0,50.0,Medium (50-75%),14.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17273,2.0,50.0,66.67,Medium (50-75%),24.0,8.0,8.0,0.6,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S17274,2.6666666666666665,66.67,100.0,High (>75%),13.0,4.0,,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S17275,0.6666666666666666,16.67,100.0,High (>75%),15.0,4.0,4.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S17276,1.5,37.5,100.0,High (>75%),10.0,3.0,3.0,0.5,Fail,At-Risk Students,Low Risk,0.0085,Pass (1-2)
S17277,4.0,100.0,100.0,High (>75%),9.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S17278,1.2,30.0,66.67,,26.0,8.0,8.0,0.6,Fail,Average Performers,High Risk,1.0,Pass (1-2)
