student_id,Attendance_Pct,Attendance_Level,Overall_GPA,Academic_Result,Dropout_Risk,Att_Bucket
S17711,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17712,80.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17713,33.33,Low (<50%),2.4,Pass,High Risk,25-50%
S17714,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S17715,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S17716,33.33,Low (<50%),2.6666666666666665,Pass,High Risk,25-50%
S17717,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S17718,100.0,High (>75%),1.4,Fail,High Risk,75-100%
S17719,0.0,Low (<50%),2.25,Pass,High Risk,
S17720,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S17721,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S17722,0.0,Low (<50%),4.0,Distinction,High Risk,
S17724,75.0,High (>75%),2.5,Pass,Low Risk,50-75%
S17725,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S17726,33.33,Low (<50%),1.0,Fail,High Risk,25-50%
S17727,100.0,High (>75%),1.8,Pass,Low Risk,75-100%
S17728,50.0,Medium (50-75%),1.6,Pass,Low Risk,25-50%
S17729,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S17730,0.0,Low (<50%),1.0,Fail,High Risk,
S17731,83.33,High (>75%),2.0,Pass,Low Risk,75-100%
S17732,50.0,Medium (50-75%),2.8333333333333335,Pass,Low Risk,25-50%
S17733,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S17734,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S17735,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17736,100.0,High (>75%),2.8,Pass,Low Risk,75-100%
S17737,71.43,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S17738,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S17739,44.44,Low (<50%),1.6666666666666667,Pass,High Risk,25-50%
S17740,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17741,33.33,Low (<50%),2.6666666666666665,Pass,High Risk,25-50%
S17742,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S17743,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S17744,20.0,Low (<50%),1.5,Fail,High Risk,0-25%
S17745,80.0,High (>75%),3.3333333333333335,Distinction,Low Risk,75-100%
S17746,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S17747,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S17748,66.67,Medium (50-75%),2.8,Pass,Low Risk,50-75%
S17749,50.0,Medium (50-75%),4.0,Distinction,Low Risk,25-50%
S17750,66.67,Medium (50-75%),4.0,Distinction,Low Risk,50-75%
S17751,83.33,High (>75%),1.25,Fail,High Risk,75-100%
S17752,66.67,Medium (50-75%),2.2,Pass,Low Risk,50-75%
S17753,40.0,Low (<50%),2.0,Pass,High Risk,25-50%
S17754,66.67,Medium (50-75%),1.8,Pass,Low Risk,50-75%
S17755,25.0,Low (<50%),3.0,Distinction,High Risk,0-25%
S17756,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S17757,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17758,50.0,Medium (50-75%),3.6666666666666665,Distinction,Low Risk,25-50%
S17759,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S17760,75.0,High (>75%),1.5,Fail,Low Risk,50-75%
S17761,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S17763,66.67,Medium (50-75%),0.75,Fail,High Risk,50-75%
S17764,50.0,Medium (50-75%),1.6,Pass,Low Risk,25-50%
S17765,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S17767,75.0,High (>75%),1.75,Pass,Low Risk,50-75%
S17768,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S17769,40.0,Low (<50%),1.0,Fail,High Risk,25-50%
S17770,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S17771,0.0,Low (<50%),1.6666666666666667,Pass,High Risk,
S17772,66.67,Medium (50-75%),2.25,Pass,Low Risk,50-75%
S17773,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17774,100.0,High (>75%),1.25,Fail,High Risk,75-100%
S17775,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S17776,66.67,Medium (50-75%),1.25,Fail,High Risk,50-75%
S17778,33.33,Low (<50%),3.0,Distinction,High Risk,25-50%
S17779,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S17780,60.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,50-75%
S17782,33.33,Low (<50%),2.75,Pass,High Risk,25-50%
S17784,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S17785,33.33,Low (<50%),0.3333333333333333,Fail,High Risk,25-50%
S17786,75.0,High (>75%),3.5,Distinction,Low Risk,50-75%
S17787,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S17788,66.67,Medium (50-75%),0.0,Fail,High Risk,50-75%
S17789,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S17790,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S17791,0.0,Low (<50%),1.6,Pass,High Risk,
S17792,83.33,High (>75%),1.0,Fail,High Risk,75-100%
S17793,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S17794,33.33,Low (<50%),3.0,Distinction,High Risk,25-50%
S17797,75.0,High (>75%),2.5,Pass,Low Risk,50-75%
S17798,50.0,Medium (50-75%),1.3333333333333333,Fail,High Risk,25-50%
S17799,66.67,Medium (50-75%),1.8,Pass,Low Risk,50-75%
S17800,60.0,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17801,50.0,Medium (50-75%),3.5,Distinction,Low Risk,25-50%
S17802,80.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17803,50.0,Medium (50-75%),2.3333333333333335,Pass,Low Risk,25-50%
S17804,50.0,Medium (50-75%),0.0,Fail,High Risk,25-50%
S17805,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17806,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17807,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17808,80.0,High (>75%),2.75,Pass,Low Risk,75-100%
S17809,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S17811,33.33,Low (<50%),3.25,Distinction,High Risk,25-50%
S17812,80.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17813,33.33,Low (<50%),2.2,Pass,High Risk,25-50%
S17814,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S17815,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S17816,50.0,Medium (50-75%),1.6,Pass,Low Risk,25-50%
S17817,50.0,Medium (50-75%),3.3333333333333335,Distinction,Low Risk,25-50%
S17818,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S17819,0.0,Low (<50%),0.0,Fail,High Risk,
S17820,66.67,Medium (50-75%),0.3333333333333333,Fail,High Risk,50-75%
S17821,25.0,Low (<50%),0.6666666666666666,Fail,High Risk,0-25%
S17822,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17823,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17824,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17825,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S17826,66.67,Medium (50-75%),2.2,Pass,Low Risk,50-75%
S17827,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17828,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17829,42.86,Low (<50%),1.8333333333333333,Pass,High Risk,25-50%
S17830,0.0,Low (<50%),2.75,Pass,High Risk,
S17832,50.0,Medium (50-75%),2.8,Pass,Low Risk,25-50%
S17833,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S17834,25.0,Low (<50%),2.4,Pass,High Risk,0-25%
S17835,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17836,33.33,Low (<50%),3.0,Distinction,High Risk,25-50%
S17837,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S17838,0.0,Low (<50%),2.0,Pass,High Risk,
S17840,50.0,Medium (50-75%),2.3333333333333335,Pass,Low Risk,25-50%
S17841,75.0,High (>75%),0.0,Fail,High Risk,50-75%
S17842,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S17843,50.0,Medium (50-75%),1.25,Fail,High Risk,25-50%
S17844,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S17845,100.0,High (>75%),3.25,Distinction,Low Risk,75-100%
S17846,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S17847,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S17848,66.67,Medium (50-75%),0.0,Fail,High Risk,50-75%
S17849,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S17850,66.67,Medium (50-75%),1.0,Fail,High Risk,50-75%
S17851,66.67,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S17852,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S17853,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S17854,66.67,Medium (50-75%),2.2,Pass,Low Risk,50-75%
S17855,50.0,Medium (50-75%),1.1666666666666667,Fail,High Risk,25-50%
S17856,50.0,Medium (50-75%),0.5,Fail,High Risk,25-50%
S17857,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17858,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S17859,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S17860,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S17861,50.0,Medium (50-75%),3.2,Distinction,Low Risk,25-50%
S17862,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S17863,50.0,Medium (50-75%),3.5,Distinction,Low Risk,25-50%
S17864,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17865,100.0,High (>75%),3.1666666666666665,Distinction,Low Risk,75-100%
S17866,0.0,Low (<50%),2.25,Pass,High Risk,
S17867,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S17868,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S17869,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S17870,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S17871,66.67,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S17872,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17873,75.0,High (>75%),3.0,Distinction,Low Risk,50-75%
S17874,0.0,Low (<50%),2.75,Pass,High Risk,
S17875,100.0,High (>75%),3.25,Distinction,Low Risk,75-100%
S17876,0.0,Low (<50%),2.0,Pass,High Risk,
S17877,28.57,Low (<50%),1.4,Fail,High Risk,25-50%
S17878,0.0,Low (<50%),1.75,Pass,High Risk,
S17880,66.67,Medium (50-75%),2.142857142857143,Pass,Low Risk,50-75%
S17881,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S17882,66.67,Medium (50-75%),1.4,Fail,High Risk,50-75%
S17883,83.33,High (>75%),2.4,Pass,Low Risk,75-100%
S17884,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17885,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S17886,0.0,Low (<50%),3.5,Distinction,High Risk,
S17887,100.0,High (>75%),3.5,Distinction,Low Risk,75-100%
S17888,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17889,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S17890,75.0,High (>75%),1.5,Fail,Low Risk,50-75%
S17891,50.0,Medium (50-75%),3.5,Distinction,Low Risk,25-50%
S17892,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17893,60.0,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S17894,66.67,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S17895,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S17896,0.0,Low (<50%),1.6,Pass,High Risk,
S17897,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S17898,50.0,Medium (50-75%),1.8333333333333333,Pass,Low Risk,25-50%
S17899,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17900,50.0,Medium (50-75%),0.5,Fail,High Risk,25-50%
S17901,33.33,Low (<50%),1.5,Fail,High Risk,25-50%
S17902,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S17903,60.0,Medium (50-75%),2.25,Pass,Low Risk,50-75%
S17904,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S17905,60.0,Medium (50-75%),0.0,Fail,High Risk,50-75%
S17907,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S17908,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17909,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S17910,50.0,Medium (50-75%),2.6666666666666665,Pass,Low Risk,25-50%
S17911,66.67,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S17912,33.33,Low (<50%),2.8,Pass,High Risk,25-50%
S17913,85.71,High (>75%),3.0,Distinction,Low Risk,75-100%
S17914,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17915,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S17917,50.0,Medium (50-75%),0.0,Fail,High Risk,25-50%
S17918,50.0,Medium (50-75%),2.3333333333333335,Pass,Low Risk,25-50%
S17919,75.0,High (>75%),3.0,Distinction,Low Risk,50-75%
S17920,60.0,Medium (50-75%),1.75,Pass,Low Risk,50-75%
S17921,66.67,Medium (50-75%),1.25,Fail,High Risk,50-75%
S17922,50.0,Medium (50-75%),2.6666666666666665,Pass,Low Risk,25-50%
S17923,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S17924,100.0,High (>75%),1.6,Pass,Low Risk,75-100%
S17925,60.0,Medium (50-75%),1.2,Fail,High Risk,50-75%
S17926,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17927,66.67,Medium (50-75%),2.8333333333333335,Pass,Low Risk,50-75%
S17928,66.67,Medium (50-75%),2.6666666666666665,Pass,Low Risk,50-75%
S17929,100.0,High (>75%),3.6666666666666665,Distinction,Low Risk,75-100%
S17930,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S17931,75.0,High (>75%),1.0,Fail,High Risk,50-75%
S17932,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17933,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17934,60.0,Medium (50-75%),2.25,Pass,Low Risk,50-75%
S17935,0.0,Low (<50%),0.0,Fail,High Risk,
S17936,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S17937,100.0,High (>75%),0.5,Fail,High Risk,75-100%
S17938,0.0,Low (<50%),1.75,Pass,High Risk,
S17939,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S17940,75.0,High (>75%),2.75,Pass,Low Risk,50-75%
S17941,50.0,Medium (50-75%),2.6666666666666665,Pass,Low Risk,25-50%
S17942,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S17943,20.0,Low (<50%),2.5714285714285716,Pass,High Risk,0-25%
S17944,33.33,Low (<50%),1.8333333333333333,Pass,High Risk,25-50%
S17945,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17946,50.0,Medium (50-75%),1.25,Fail,High Risk,25-50%
S17947,20.0,Low (<50%),3.5,Distinction,High Risk,0-25%
S17948,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17949,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S17950,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S17951,80.0,High (>75%),3.5,Distinction,Low Risk,75-100%
S17952,33.33,Low (<50%),2.5,Pass,High Risk,25-50%
S17953,50.0,Medium (50-75%),3.2,Distinction,Low Risk,25-50%
S17954,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S17955,25.0,Low (<50%),3.0,Distinction,High Risk,0-25%
S17956,50.0,Medium (50-75%),1.4,Fail,High Risk,25-50%
S17957,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S17958,50.0,Medium (50-75%),1.5,Fail,Low Risk,25-50%
S17959,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S17960,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S17961,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17962,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S17963,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S17964,50.0,Medium (50-75%),0.5,Fail,High Risk,25-50%
S17965,0.0,Low (<50%),1.7142857142857142,Pass,High Risk,
S17966,60.0,Medium (50-75%),2.2,Pass,Low Risk,50-75%
S17967,75.0,High (>75%),4.0,Distinction,Low Risk,50-75%
S17968,50.0,Medium (50-75%),1.5,Fail,Low Risk,25-50%
S17969,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S17970,25.0,Low (<50%),1.6666666666666667,Pass,High Risk,0-25%
S17971,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S17972,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S17973,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S17974,100.0,High (>75%),2.6,Pass,Low Risk,75-100%
S17975,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17976,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S17977,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S17978,100.0,High (>75%),1.6,Pass,Low Risk,75-100%
S17979,83.33,High (>75%),1.8,Pass,Low Risk,75-100%
S17980,66.67,Medium (50-75%),1.75,Pass,Low Risk,50-75%
S17981,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S17982,100.0,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S17983,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S17984,60.0,Medium (50-75%),3.5,Distinction,Low Risk,50-75%
S17985,66.67,Medium (50-75%),2.142857142857143,Pass,Low Risk,50-75%
S17987,66.67,Medium (50-75%),1.3333333333333333,Fail,High Risk,50-75%
S17988,33.33,Low (<50%),2.6666666666666665,Pass,High Risk,25-50%
S17989,75.0,High (>75%),1.6666666666666667,Pass,Low Risk,50-75%
S17990,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S17991,0.0,Low (<50%),1.3333333333333333,Fail,High Risk,
S17992,66.67,Medium (50-75%),4.0,Distinction,Low Risk,50-75%
S17993,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S17994,50.0,Medium (50-75%),1.4,Fail,High Risk,25-50%
S17995,83.33,High (>75%),3.0,Distinction,Low Risk,75-100%
S17997,50.0,Medium (50-75%),1.8333333333333333,Pass,Low Risk,25-50%
S17998,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S17999,33.33,Low (<50%),2.6666666666666665,Pass,High Risk,25-50%
S18000,80.0,High (>75%),2.0,Pass,Low Risk,75-100%
S18001,66.67,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S18002,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S18003,40.0,Low (<50%),3.3333333333333335,Distinction,High Risk,25-50%
S18004,42.86,Low (<50%),1.5,Fail,High Risk,25-50%
S18005,66.67,Medium (50-75%),1.6,Pass,Low Risk,50-75%
S18006,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S18007,75.0,High (>75%),2.6,Pass,Low Risk,50-75%
S18008,60.0,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S18009,100.0,High (>75%),2.2857142857142856,Pass,Low Risk,75-100%
S18010,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S18011,50.0,Medium (50-75%),0.0,Fail,High Risk,25-50%
S18012,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S18013,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S18014,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S18015,0.0,Low (<50%),1.0,Fail,High Risk,
S18016,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S18017,57.14,Medium (50-75%),3.6666666666666665,Distinction,Low Risk,50-75%
S18018,100.0,High (>75%),0.3333333333333333,Fail,High Risk,75-100%
S18019,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S18020,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S18021,75.0,High (>75%),1.0,Fail,High Risk,50-75%
S18022,100.0,High (>75%),2.125,Pass,Low Risk,75-100%
S18023,66.67,Medium (50-75%),0.3333333333333333,Fail,High Risk,50-75%
S18024,100.0,High (>75%),2.4,Pass,Low Risk,75-100%
S18025,50.0,Medium (50-75%),0.0,Fail,High Risk,25-50%
S18026,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S18027,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S18028,83.33,High (>75%),1.5,Fail,Low Risk,75-100%
S18029,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S18030,0.0,Low (<50%),2.5,Pass,High Risk,
S18032,50.0,Medium (50-75%),0.3333333333333333,Fail,High Risk,25-50%
S18033,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S18035,100.0,High (>75%),1.8,Pass,Low Risk,75-100%
S18037,100.0,High (>75%),0.75,Fail,High Risk,75-100%
S18038,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S18039,33.33,Low (<50%),4.0,Distinction,High Risk,25-50%
S18040,83.33,High (>75%),1.0,Fail,High Risk,75-100%
S18041,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S18042,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S18043,66.67,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S18044,50.0,Medium (50-75%),3.5,Distinction,Low Risk,25-50%
S18045,0.0,Low (<50%),1.125,Fail,High Risk,
S18046,33.33,Low (<50%),1.6666666666666667,Pass,High Risk,25-50%
S18048,0.0,Low (<50%),2.4,Pass,High Risk,
S18049,100.0,High (>75%),1.2,Fail,High Risk,75-100%
S18050,100.0,High (>75%),2.6,Pass,Low Risk,75-100%
S18051,50.0,Medium (50-75%),1.5,Fail,Low Risk,25-50%
S18052,83.33,High (>75%),1.0,Fail,High Risk,75-100%
S18053,40.0,Low (<50%),2.0,Pass,High Risk,25-50%
S18054,83.33,High (>75%),1.8333333333333333,Pass,Low Risk,75-100%
S18055,75.0,High (>75%),1.8,Pass,Low Risk,50-75%
S18056,57.14,Medium (50-75%),1.3333333333333333,Fail,High Risk,50-75%
S18057,75.0,High (>75%),2.3333333333333335,Pass,Low Risk,50-75%
S18058,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S18059,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S18061,100.0,High (>75%),3.3333333333333335,Distinction,Low Risk,75-100%
S18062,50.0,Medium (50-75%),2.2,Pass,Low Risk,25-50%
S18063,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S18064,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S18065,66.67,Medium (50-75%),1.0,Fail,High Risk,50-75%
S18066,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S18067,50.0,Medium (50-75%),0.3333333333333333,Fail,High Risk,25-50%
S18068,50.0,Medium (50-75%),2.3333333333333335,Pass,Low Risk,25-50%
S18069,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S18070,60.0,Medium (50-75%),2.2,Pass,Low Risk,50-75%
S18071,100.0,High (>75%),2.6,Pass,Low Risk,75-100%
S18072,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S18073,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S18074,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S18075,100.0,High (>75%),2.6,Pass,Low Risk,75-100%
S18076,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S18077,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S18078,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S18079,100.0,High (>75%),1.8571428571428572,Pass,Low Risk,75-100%
S18080,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S18081,75.0,High (>75%),3.5,Distinction,Low Risk,50-75%
S18082,66.67,Medium (50-75%),2.6666666666666665,Pass,Low Risk,50-75%
S18083,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S18084,0.0,Low (<50%),1.25,Fail,High Risk,
S18085,66.67,Medium (50-75%),2.25,Pass,Low Risk,50-75%
S18086,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S18087,80.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S18088,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S18089,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S18090,100.0,High (>75%),1.25,Fail,High Risk,75-100%
S18091,75.0,High (>75%),2.5,Pass,Low Risk,50-75%
S18092,71.43,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S18093,80.0,High (>75%),1.75,Pass,Low Risk,75-100%
S18094,100.0,High (>75%),2.4,Pass,Low Risk,75-100%
S18095,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S18096,0.0,Low (<50%),1.0,Fail,High Risk,
S18097,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S18098,66.67,Medium (50-75%),1.25,Fail,High Risk,50-75%
S18099,50.0,Medium (50-75%),2.4444444444444446,Pass,Low Risk,25-50%
S18100,50.0,Medium (50-75%),1.3333333333333333,Fail,High Risk,25-50%
S18101,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S18102,100.0,High (>75%),2.4285714285714284,Pass,Low Risk,75-100%
S18103,50.0,Medium (50-75%),1.4285714285714286,Fail,High Risk,25-50%
S18104,60.0,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S18106,66.67,Medium (50-75%),1.75,Pass,Low Risk,50-75%
S18107,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S18108,75.0,High (>75%),4.0,Distinction,Low Risk,50-75%
S18109,66.67,Medium (50-75%),2.2,Pass,Low Risk,50-75%
S18110,100.0,High (>75%),2.857142857142857,Pass,Low Risk,75-100%
S18111,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S18113,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S18114,50.0,Medium (50-75%),4.0,Distinction,Low Risk,25-50%
S18115,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S18116,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S18117,40.0,Low (<50%),2.2,Pass,High Risk,25-50%
S18118,50.0,Medium (50-75%),1.4,Fail,High Risk,25-50%
S18119,100.0,High (>75%),1.1666666666666667,Fail,High Risk,75-100%
S18120,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S18121,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S18122,83.33,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S18123,0.0,Low (<50%),2.5,Pass,High Risk,
S18124,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S18125,50.0,Medium (50-75%),1.8,Pass,Low Risk,25-50%
S18126,80.0,High (>75%),2.5,Pass,Low Risk,75-100%
S18127,75.0,High (>75%),1.6666666666666667,Pass,Low Risk,50-75%
S18128,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S18129,33.33,Low (<50%),1.625,Pass,High Risk,25-50%
S18130,75.0,High (>75%),0.3333333333333333,Fail,High Risk,50-75%
S18131,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S18132,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
